REPORTE DESCONSOLIDACION / PROVISION,,,,,,,,,,,,,,ARRIBO,,PROVISION,FACTURACIÓN,
"FECHA DE DES-
CONSOLIDACION",ME,LINEA,CODIGO EMBALAJE,USO/MARCHAMO,OPERATIVO,OT,CLIENTE,B/L HOUSE,B/L MASTER,NUMERO CNTR.,TOTAL DE CONTENEDORES,NAVIERA,BARCO,ETA BARCO,ETA CONFIRMADA,FECHA DE PROVISION,NUMERO DE DTE,FECHA DE FACTURA
9/04/2025,197,7/1,CT,24,ALBERTO,24OT3460,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNSCM25SE010585,CHN1939712,FCIU9254840,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,11/1,CT,23,INGRID,24OT3434,"JURO, S.A. DE C.V.",SYNSHA25SE010986,CHN1956653,ECMU7319506,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,12/1,CT,23,CELINA,24OT3520,"ALMACENES SIMAN, S.A DE C.V",SYNSHA25SE011001,CHN1957493,"GAOU6035751, BEAU5211615",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,16/1,CT,24,ALBERTO,24OT3443,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNSHA25SE011414,CHN1964093,BMOU6578385,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,17/1,PK,23,INGRID,24OT3562,"SERVITEK, S.A. DE C.V.",SYNSHA25SE011167,CHN1964311,APZU4798731,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,19/1,CT,23,INGRID,24OT3571,"PARTS PLUS, S.A. DE C.V.",SYNSHA25SE011193,CHN1965261,TCLU6544144,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,23/1,CT,23,INGRID,24OT3570,"ALQUILERES Y SERVICIOS DIVERSOS, S.A. DE C.V.",SYNSHA25SE011254,CHN1966509,ECMU7314994,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,24/1,CT,23,INGRID,24OT3569,"ALQUILERES Y SERVICIOS DIVERSOS, S.A. DE C.V.",SYNSHA25SE011255,CHN1967694,CAIU9344518,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,25/1,PK,23,INGRID,24OT3561,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE011284,CHN1970053,TGBU1173834,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,27/1,PK,23,INGRID,25OT23,"PARTS PLUS, S.A. DE C.V.",SYNSHA25SE011379,CHN1971852,ECMU7314280,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,29/1,CT,23,CELINA,25OT4,"ALMACENES SIMAN, S.A DE C.V",SYNSHA25SE011461,CHN1974506,ECMU7315964,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,30/1,CT,23,CELINA,25OT15,"ALMACENES SIMAN, S.A DE C.V",SYNSHA25SE011463,CHN1974509,ECMU7314715,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,31/1,CT,24,ALBERTO,25OT183,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNSHA25SE012221,CHN1974526,APHU7285771,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,32/1,CT,23,CELINA,25OT3,"ALMACENES SIMAN, S.A DE C.V",SYNSHA25SE011609,CHN1978685,TRHU7984827,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,33/1,CT,23,CELINA,25OT40,"ALMACENES SIMAN, S.A DE C.V",SYNSHA25SE011610,CHN1978978,"BEAU4765818, CMAU4718876",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,"34/1, 34/2",CT,23,INGRID,25OT101,"PARTS PLUS, S.A. DE C.V.",SYNSHA25SE011646,CHN1980747,TRHU8951140,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,36/1,CT,23,INGRID,25OT115,"INDUSTRIAS FACELA, S.A. DE C.V.",SYNSHA25SE012608,CHN1983814,CAIU9745275,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,38/1,PK,23,MARCELA,25OT122,"MARIO'S AUTO PARTS, S.A. DE C.V.",SYNSHA25SE012065,CHN1989394,SEKU6642017,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,45/1,CT,23,CELINA,24OT3499,"ALMACENES SIMAN, S.A DE C.V",SYNSHA25SE012237,CHN1994106,ECMU7315218,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,46/1,CT,23,CELINA,25OT220,"ALMACENES SIMAN, S.A DE C.V",SYNSHA25SE012238,CHN1994183,ECMU7310134,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,53/1,PK,23,INGRID,25OT252,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE020056,CHN2012701,SEKU6419446,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,56/1,PK,23,INGRID,25OT170,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE012785,CHN2018755,APZU4565621,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,24/04/2025,,
9/04/2025,197,57/1,PK,24,MARCELA,25OT338,"ELEVADORES DE CENTROAMERICA, S.A. DE C.V.",SYNSHA25SE020157,CHN2020701,"TGBU1173053, TCLU1877986, SEKU5486563, CMAU4940461, CMAU7771067, ECMU7166156, CMAU8850155, FSCU8793070, TCNU2551733",9,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,61/1,PK,23,INGRID,25OT102,"SERVITEK, S.A. DE C.V.",SYNSHA25SE012795,CHN2020881,APZU3380942,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,23/1,CT,23,NANCY ,25OT83,ELMER LEONEL GALDAMEZ ABREGO,SYNSHA25SE020156,CHN2021070,TEMU7762301,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,16/04/2025,,
9/04/2025,197,64/1,CT,23,INGRID,25OT620,"PARTS PLUS, S.A. DE C.V.",SYNSHA25SE020428,CHN2046740,TLLU7612616,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,65/1,PK,24,ALBERTO,25OT19,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNSHA25SE020506,CHN2048930,ECMU4755511,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
4/10/2025,197,69/1,PK,24,ERNESTO,24OT3133,CONSORCIO AUTOMOTRIZ S.A DE C.V.,SYNSHA25SE020594,CHN2054278,"CAIU9361752, CMAU7284048",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,72/1,CT,23,INGRID,25OT659,"PARTS PLUS, S.A. DE C.V.",SYNSHA25SE020681,CHN2058100,CMAU5987714,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
4/10/2025,197,73/1,PK,23,NANCY ,25OT646,"DISTRIBUIDORA TC, SOCIEDAD ANONIMA DE CAPITAL VARIABLE ",SYNSHA25SE020701,CHN2059422,UETU6362415,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,16/04/2025,,
9/04/2025,197,74/1,PK,23,CELINA,25OT664,"ALMACENES SIMAN, S.A DE C.V",SYNSHA25SE020755,CHN2061259,ECMU7086554,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,75/1,PK,23,CELINA,25OT665,"ALMACENES SIMAN, S.A DE C.V",SYNSHA25SE020754,CHN2061492,TGBU6750815,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,80/1,CS,23,CELINA,24OT3577,"INDUSTRIAS CONSOLIDADAS, LTDA DE C.V",SYNTSN25SE010400,DLN0225102,"TGBU1108443, TGBU1107703, TGBU1108485",3,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,81/1,CT,24,ALBERTO,25OT446,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNTSN25SE020058,DLN0227271,CMAU4911437,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,197,82/1,CR,23,INGRID,25OT389,"SOLAIRE, S.A. DE C.V.",SYNTSN25SE020079,DLN0227570,"CMAU7638516, TCLU8695999",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,197,88/1,PK,23,JOSELYNE,25OT249,CIRI EL SALVADOR S.A. DE C.V.,TSL2412178,GGZ2427795,TIIU6229920,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,197,91/1,CT,23,INGRID,24OT3454,"CABRERA AGUIRRE, JOSE TRINIDAD",SYNCAN25SE010250,GGZ2430075,CMAU4789231,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,197,100/1,PK,24,INGRID,25OT22,"SERVITEK, S.A. DE C.V.",SYNCAN25SE020142,GGZ2458754,CMAU8901735,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,197,101/1,PX,23,INGRID,25OT378,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNCAN25SE020114,GGZ2458781,UETU7298537,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,197,102/1,CT,23,INGRID,25OT235,"CABRERA AGUIRRE, JOSE TRINIDAD",SYNCAN25SE020115,GGZ2458842,CMAU5735820,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,197,103/1,PK,23,INGRID,24OT3316,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNHKG25SE010007,HKA2499422,APHU7403241,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,197,104/1,PK,23,INGRID,24OT3425,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNHKG25SE010013,HKA2503973,TGBU4137342,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,197,105/1,PK,23,INGRID,24OT3503,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNHKG25SE010018,HKA2505850,CMAU9540030,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
11/04/2025,197,106/1,PK,23,INGRID,25OT85,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNHKG25SE020005,HKA2508771,FFAU4905598,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,197,108/1,PK,23,MARCELA,25OT70,"MARIO'S AUTO PARTS, S.A. DE C.V.",SYNNKG25SE010148,JNG0234919,SEKU5923663,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,197,109/1,PK,23,MARCELA,25OT69,"MARIO'S AUTO PARTS, S.A. DE C.V.",SYNNKG25SE010147,JNG0235081,APHU6897643,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,197,117/1,CT,23,INGRID,24OT3482,"CALLEJA, S.A. DE C.V.",SYNNGB25SE010607,NGP2028660,ECMU7468032,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,197,120/1,CT,23,INGRID,24OT3392,"JURO, S.A. DE C.V.",SYNNGB25SE011326,NGP2043836,APHU7241351,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,1/1,PK,23,INGRID,24OT3221,"CABRERA AGUIRRE, JOSE TRINIDAD",SYNNGB25SE011327,NGP2043849,ECMU7509722,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,2/1,CT,23,CELINA,24OT3525,"FREUND DE EL SALVADOR, LTDA DE C.V",2501Q001191,NGP2047685,TXGU7826203,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
10/04/2025,198,4/1,PK,23,INGRID,24OT3474,"SERVITEK, S.A. DE C.V.",SYNNGB25SE011656,NGP2053475,SEKU5587065,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,10/1,PK,23,INGRID,25OT120,GRUPO SIBRA,SYNNGB25SE011980,NGP2062836,TCLU6766141,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,11/1,PK,23,NANCY ,25OT190,"AQUA MARKET, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",SYNNGB25SE011997,NGP2063177,CMAU5500111,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,16/04/2025,,
9/04/2025,198,13/1,CT,23,CELINA,25OT181,"INDUSTRIAS CONSOLIDADAS, LTDA DE C.V",SYNNGB25SE011991,NGP2068699,ECMU7457819,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
10/04/2025,198,15/1,CT,23,NANCY ,25OT59,"EL KANGURO, SOCIEDAD ANONIMA DE CAPITAL VARIABLE ",SYNNGB25SE012450,NGP2074169,UETU7882880,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,16/04/2025,,
9/04/2025,198,16/1,CT,23,JOSELYNE,25OT157,UNICOMER EL SALVADOR S.A. DE C.V.,SYNNGB25SE012476,NGP2074270,TCNU7138614,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,17/1,PK,23,INGRID,25OT277,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNNGB25SE012636,NGP2081816,UETU7434839,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,24/1,PK,23,INGRID,25OT438,"LA CASA DEL RESPUESTO , S.A. DE C.V.",SYNNGB25SE020187,NGP2103894,CMAU6729632,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,27/1,CT,23,INGRID,25OT637,"CORPORACION MERCANTIL SALVADOREÑA, S.A. DE C.V.",SYNNGB25SE020368,NGP2122567,BEAU5956444,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,28/1,CT,23,INGRID,25OT638,"CORPORACION MERCANTIL SALVADOREÑA, S.A. DE C.V.",SYNNGB25SE020369,NGP2122582,CMAU4639653,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,29/1,PK,23,INGRID,25OT640,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNNGB25SE0203920,NGP2125735,CMAU2167603,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,30/1,PK,23,INGRID,25OT119,"LA CASA DEL REPUESTO, S.A. DE C.V.",SESTYO250077,OKA0246571,TCLU2328790,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,47/1,PK,23,ERNESTO,25OT494,GLOBAL TIRE XPRESS,2501Q007061,QGD1544444,FFAU4480976,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
10/04/2025,198,64/1,PK,23,MARCELA,25OT239,"SOLAGRO, S.A. DE C.V.",SYNTAO25SE011052,QGD1574871,TXGU8460660,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,65/1,CT,23,CELINA,25OT288,"ALMACENES SIMAN, S.A DE C.V",SYNTAO25SE011082,QGD1577347,CMAU9451925,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
10/04/2025,198,66/1,CT,23,ALBERTO,24OT3545,"ALMACENES SIMAN, S.A. DE C.V.",SYNTAO25SE010367,QGD1579034,ECMU7284499 ECMU7302247 GCXU5847006,3,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,198,67/1,CT,23,CELINA,24OT3523,"ALMACENES SIMAN, S.A DE C.V",SYNTAO25SE010919,QGD1580817,TEMU6510331,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
10/04/2025,198,68/1,PK,23,NANCY,25OT196,REPUESTOS DIDEA S.A DE C.V.,SYNTAO25SE010947,QGD1584899,TXGU8470499,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,16/04/2025,,
09/04/2025,198,76/1,PK,23,JOSELYNE,25OT978,IMPORTADORA MENDEZ Y MENDEZ,2502Q007035,QGD1592114,BMOU4095881,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,198,79/1,PK,23,REBECA,25OT263,"CORBES, S.A. DE C.V.",SYNTAO25SE011083,QGD1598578,ECMU7295940,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,16/04/2025,,
9/04/2025,198,82/1,CS,23,CELINA,24OT3578,"INDUSTRIAS CONSOLIDADAS, LTDA DE C.V",2501Q001393,QGD1602748,"TRHU5850407, TGHU6385503",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
10/04/2025,198,83/1,PK,23,NANCY,25OT422,DISTRIBUIDORA PAREDES VELA,SYNTAO25SE020021,QGD1602883,"CMAU3384753, CMAU6488258, ECMU7277057",3,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,16/04/2025,,
10/04/2025,198,84/1,PK,23,NANCY,25OT421,DISTRIBUIDORA PAREDES VELA,SYNTAO25SE020020,QGD1602953,GLDU9983668,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,16/04/2025,,
10/04/2025,198,85/1,PK,23,NANCY ,25OT447,DISTRIBUIDORA PAREDES VELA,SYNTAO25SE020019,QGD1603000,TGHU6330711 GESU6455362  GESU6770370 ,3,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,16/04/2025,,
10/04/2025,198,86/1,UN,24,ERNESTO,24OT3132,CONSORCIO AUTOMOTRIZ S.A DE C.V.,SYNTAO25SE020143,QGD1603773,"ECMU7300732, ECMU7300814",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
10/04/2025,198,97/1,CR,23,INGRID,25OT386,"SOLAIRE, S.A. DE C.V.",2502Q001049,QGD1627830,"ECMU7172781, TCKU6756830",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,98/1,CR,23,INGRID,25OT382,"SOLAIRE, S.A. DE C.V.",2502Q001048,QGD1627845,CMAU9240645,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,99/1,CR,23,INGRID,25OT388,"SOLAIRE, S.A. DE C.V.",2502Q001050,QGD1627849,"UETU6434789, CAIU7113058",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,100/1,SX,23,INGRID,25OT628,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V",SYNTAO25SE020245,QGD1631366,GESU1194522,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,101/1,PK,23,INGRID,25OT521,"CABRERA AGUIRRE, JOSE TRINIDAD",SYNTAO25SE020142,QGD1631431,"ECMU7302988, CAIU9402131",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
11/04/2025,198,105/1,PK,23,INGRID,25OT660,"CENTRO DE SERVICIO DOÑO, S.A. DE C.V.",SYNTAO25SE020359,QGD1637515,"CARU9941340, CMAU6164161",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
11/04/2025,198,109/1,PK,23,INGRID,25OT667,"CENTRO DE SERVICIO DOÑO, S.A. DE C.V.",SYNTAO25SE020398,QGD1642297,"TLLU7550535, CMAU4462104",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,114/1,EA,23,ALBERTO,25OT690,"ACTIVE MOTORS, S.A. DE C.V.",2502Q001172,QGD1647144,CAAU6263282 TDRU4029642 CAIU9269517 TCNU7980303 CAIU7967268 SEGU4188575 TRHU5002962 TGBU4933674 CMAU7542800 CSOU4100104 SEGU6052124 TCNU8611341 CMAU8631460 CRSU9270580,14,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
11/04/2025,198,116/1,CT,23,INGRID,25OT411,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V",PDES00100223,SEL1854031,CAIU9214730,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
10/04/2025,198,117/1,PX,23,ERNESTO,24OT3490,AMERICAN IMPORTS,PDES00100226,SEL1862091,CMAU2174639,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
11/04/2025,198,120/1,CT,23,INGRID,25OT169,"JURO, S.A. DE C.V.",HAQJ2501X0311,SGN2570636,SEGU6057609,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
11/04/2025,199,17/1,CT,24,ALBERTO,24OT3343,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNCAN25SE010623,SHZ6976250,DFSU1855257 TEMU7320573,2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
11/04/2025,199,32/1,CT,23,INGRID,25OT55,"GRUPO CABRERA AGUIRRE, S.A. DE C.V.",SYNCAN25SE010621,SHZ7002979,"TCNU8368083, CMAU7748339, GESU6899372",3,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
9/04/2025,199,33/1,CT,23,CELINA,24OT3521,"FREUND DE EL SALVADOR, LTDA DE C.V",SYNCAN25SE011024,SHZ7003131,FCIU3852417,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,199,36/1,BE,23,CELINA,25OT258,"INDUSTRIAS CONSOLIDADAS, LTDA DE C.V",SYNCAN25SE010911,SHZ7010794,"BSIU8181366, TCNU2860481",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
11/04/2025,199,"37/1, 37/2, 37/3, 37/4, 37/5 ",BE,23,CELINA,25OT179,"INDUSTRIAS CONSOLIDADAS, LTDA DE C.V",SYNCAN25SE010912,SHZ7012103,"CMAU9370058, TCNU6470603, TCLU8328870, CMAU4758800, CMAU6016349",5,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
11/04/2025,199,"38/1, 38/2",BE,23,CELINA,25OT80,"INDUSTRIAS CONSOLIDADAS, LTDA DE C.V",SYNCAN25SE010800,SHZ7012109,"BMOU5556376, TGHU6311898",2,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
9/04/2025,199,43/1,CT,23,CELINA,24OT3484,"FREUND DE EL SALVADOR, LTDA DE C.V",SYNCAN25SE010909,SHZ7035030,FFAU4225055,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
11/04/2025,199,45/1,CT,23,NANCY,25OT376,REPUESTOS DIDEA S.A DE C.V.,SYNCAN25SE020116,SHZ7038450,CMAU3772698,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,16/04/2025,,
11/04/2025,199,54/1,CT,23,INGRID,24OT3188,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",BKKWSL2400587,THD1297362,CMAU2270524,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,22/04/2025,,
9/04/2025,199,59/1,CT,23,CELINA,25OT79,"ALMACENES SIMAN, S.A DE C.V",SYNTSN25SE010440,TJN0576021,CAIU9704297,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
11/04/2025,199,60/1,CT,24,ALBERTO,25OT184,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNTSN25SE010573,TJN0578657,TXGU4029438,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
11/04/2025,199,62/1,PK,23,JONATHAN,25OT242,"GRUPO SANTA SOFIA, S.A. DE C.V.",2501Q001381,TJN0581265,"TXGU8847258, TCNU3607821, TCNU2257035, FCIU9387478, APHU7153179",5,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
11/04/2025,199,63/1,CT,24,ALBERTO,25OT229,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNTSN25SE010675,TJN0581524,TXGU8845785,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
11/04/2025,199,64/1,CT,24,ALBERTO,25OT230,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNTSN25SE010679,TJN0581553,TXGU8846945,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
11/04/2025,199,65/1,CT,24,ALBERTO,25OT234,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNTSN25SE010682,TJN0581570,TXGU8855757,1,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,14/04/2025,,
11/04/2025,199,70/1,PK,23,JONATHAN,25OT370,"GRUPO SANTA SOFIA, S.A. DE C.V.",2501Q001439,TJN0584097,"TRHU3304900, CMAU0618082, CMAU1959864, DFSU2854722, CMAU0524759, TEMU3171050",6,CMA CGM,THEODOR 0MV3NR1MA,9/04/2025,9/04/2025,15/04/2025,,
